,,,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
Minneapolis,2012,White,Female,,,,,,,,,,131.1742537,,9.686531764,32.14204119,,131.8810359,,,,,593.903835,,,40.08660559,,2.525238404,,3528.856683,,,,14.6015877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.07074209,,,,4.792543738,,,,,,,,,,,,,,,,,,,,,,,,,8.431772086,,,,,,,,,,,9.809266037,8.297981798,,,,,,,
Minneapolis,2012,White,Male,,,,,,,,,,189.5476233,,18.02123484,49.17571393,,217.9770716,158.664774,,,,866.2271014,7.333165052,,85.82868303,,5.034872072,,6345.676856,,,,21.15476097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.67211029,,,,18.31909263,,,,,,,,,,,,,,,,,,,,,,,,,18.41684748,,,3.810762423,,,,,,,,22.21746661,11.68286305,,,,,,,
Minneapolis,2013,All,Both,4.102104947,7.032428274,0.0,23.83561644,,7.932639043,72.62481686,,25.35028542,170.7793175,16.76930852,14.03372,42.79995701,19.07545333,180.8627195,121.52209,23.4,5.395045898,1019.166797,772.3429165,7.425210367,,67.79286621,18.88268458,4.901581168,1.041153411,6074.047763,3.816756104,25.7,6.9,23.80693424,,,,11.17834786,48.30959911,52.62668526,39.13489441,8.53492083,4.898612473,11.9,33.62068966,18.53333333,5.307692308,,,47.34545159,1.112135309,6.142551706,,0.019165282,0.5063,54.47925989,35259.0,38.36567968,20.73283554,28.14606316,28.3446264,16.6995967,31.26200444,5.995179835,15.88715087,0.840883566,78.30770554,8.151124522,0.239465807,1.298641492,23.65442642,53.06363993,79.08920693,10.1,,,11.53620492,,,67.7,19.6,,,,,,19.90487347,7619.340383,9.167047432,9.536732488,40.1264303,47.81643888,53.7303946,49.92446001,43.39924438,,,,,55.0,4.3,11.92248507,,,3.164259917,388.2,480.8,165.3,11.2,0.0,21.3,18.5,18.39102238,12.77331776,,,,60.95046441,17.67936216,24.79801473,13.42898247
Minneapolis,2013,All,Female,,,,,,,,,,142.5197792,,11.09693637,33.22600361,,146.3089871,91.85864601,,1.55919356,,658.678492,1.367902846,,46.22878364,,3.717495906,,4645.518797,,,,18.11045024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.63051016,,,,6.123090905,,,,,,,,,,,,,,,,,,,,,,,,,7.231245871,,,,155.8,,,,,,,12.26245378,9.625231769,,,,,,,
Minneapolis,2013,All,Male,,,,,,,,,,208.1278909,,17.94468443,55.00033055,,222.8584846,158.9043612,,9.171225946,,910.6847092,13.62641899,,90.54084717,,5.998635791,,7498.628037,,,,30.86349851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.43893569,,,,17.14523805,,,,,,,,,,,,,,,,,,,,,,,,,19.12881696,,,5.011356941,631.1,,,,,,,24.48058774,15.78711841,,,,,,,
Minneapolis,2013,Asian/PI,Both,,13.68502715,,,,7.245386193,64.47368421,,25.03225806,116.0499254,,,,,157.1734377,83.50779101,,,,594.5681359,,,33.96600275,,,,5181.560624,,,,,,,,7.456140351,50.04616149,,,7.206663448,7.426229508,,,,,,,35.27743527,1.834673191,,,,,,28231.0,,25.78960774,28.61718161,,,31.82479516,5.046171744,,,,,,,,,,,,,,,,,,,,,,,,,,16.99136868,,,,,,,,,,44.0,,,,,,70.3,,,,,,,,,,,,55.07370054,,,13.61520559
Minneapolis,2013,Asian/PI,Female,,,,,,,,,,110.4294959,,,,,138.0934189,71.23350045,,,,531.0832752,,,,,,,3521.240319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2013,Asian/PI,Male,,,,,,,,,,143.39391,,,,,177.9894149,100.8717648,,,,832.7835764,,,60.97807011,,,,7258.798841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2013,Black,Both,,5.901854474,,,,10.54049201,61.50764749,,63.17917614,211.341232,20.43021709,15.606469,46.01957629,43.36371545,202.2862599,125.2119071,,23.19674179,,879.6389357,20.30418496,,95.70257032,,6.58242752,4.250236951,10402.61061,,,,48.74321604,,,,17.45140445,14.41504178,,,11.05972172,3.964017767,,,,,,,19.41600577,4.1503899,,,,,,14639.0,,43.17151932,51.63944543,,,51.75471126,13.8730002,,,,,,,,,76.89343168,,,,12.14333184,,,,,,,,,,,,,30.5407354,,,,,,,,,,32.0,,13.32125778,,,6.145547048,1247.8,,,,,,,25.92385186,18.15143713,,,,54.11472183,,,23.68339262
Minneapolis,2013,Black,Female,,,,,,,,,,181.9870307,,18.22974814,29.15975949,,,,,,,749.347134,,,48.31503447,,,,7717.803108,,,,31.91275713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.57294329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35244797,,,,,,,,
Minneapolis,2013,Black,Male,,,,,,,,,,251.2019561,,,67.93656097,,238.7863283,149.8126453,,42.03743562,,1046.224019,38.45897135,,144.3867952,,9.68359065,,13270.42308,,,,68.44995956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.32973356,,,,22.44221648,,,,,,,,,,,,,,,,,,,,,,,,,20.72277054,,,,,,,,,,,42.32324606,29.2625628,,,,,,,
Minneapolis,2013,Hispanic,Both,,5.998477544,,,,7.142857143,69.9204947,,51.79101072,,,,,,,,,,,,,,,,,,3765.447454,,,,,,,,8.134294727,16.57348621,,,29.252416,13.54187689,,,,,,,27.28498507,2.665019414,,,,,,16909.0,,24.22873766,31.00246627,,,65.28423134,6.735512425,,,,,,,,,,,,,,,,,,,,,,,,,,29.71202928,,,,,,,,,,37.0,,,,,,597.3,,,,,,,,,,,,50.1497082,,,17.73661507
Minneapolis,2013,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,3086.538403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2013,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,4385.631377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2013,Natives,Both,,7.822620827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43055836,18.24817518,,,10.46160048,2.96819788,,,,,,,22.59389671,3.425974026,,,,,,17720.0,,34.09669211,45.50458716,,,44.37469821,13.23837453,,,,,,,,,,,,,,,,,,,,,,,,,,30.69248826,,,,,,,,,,,,,,,,886.1,,,,,,,,,,,,42.45142003,,,29.24763328
Minneapolis,2013,White,Both,,6.674426652,,,,6.271610826,83.45271337,,5.979543666,169.0880808,17.20985263,13.89569881,44.34734952,15.13819196,178.0825433,122.4635033,,,,758.3276231,4.767543139,,60.87446541,,3.440280497,0.433480847,4952.439309,,,,17.39056138,,,,9.910671421,60.35998938,,,4.522643995,2.030378655,,,,,,,57.43430909,0.741119578,,,,,,46892.0,,12.12078889,6.703335699,,,22.93945282,4.004334772,,,,,,,,,79.78598095,,,,12.33262684,,,,,,,,,,,,,7.726362213,,,,,,,,,,57.0,,12.12377474,,,2.439257263,255.5,,,,,,,17.06587457,11.15028862,,,,64.25897379,,,10.86859408
Minneapolis,2013,White,Female,,,,,,,,,,138.5640946,,10.41981218,35.35215201,,142.5371542,90.02699875,,,,643.4303378,,,44.20305727,,2.812012568,,3694.896294,,,,14.06481677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.36443869,,,,7.519479089,,,,,,,,,,,,,,,,,,,,,,,,,7.431280777,,,,,,,,,,,11.98683435,9.806064684,,,,,,,
Minneapolis,2013,White,Male,,,,,,,,,,209.1481376,,18.42686809,55.82126901,,222.5293777,164.1478758,,,,899.2605748,8.648680363,,78.52799715,,4.076649257,,6144.423256,,,,21.12534248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.17455028,,,,17.17028357,,,,,,,,,,,,,,,,,,,,,,,,,19.53910271,,,4.531661134,,,,,,,,22.02313002,12.5192468,,,,,,,
Minneapolis,2014,All,Both,4.102104947,7.032428274,0.0,31.78082192,,7.966868291,73.91905341,,22.66829087,168.5853785,20.51868949,14.65372822,39.90781345,23.14943144,185.0044649,126.5290317,23.4,6.519040238,1011.964071,785.1960628,8.549348988,6.649736016,73.36425577,18.88268458,4.568159063,1.041153411,6276.038861,3.816756104,25.7,6.9,22.75656395,,,,11.17834786,48.30959911,52.62668526,39.13489441,8.53492083,4.898612473,11.9,33.62068966,18.53333333,5.307692308,,,47.34545159,1.112135309,6.142551706,,0.019165282,0.5063,54.47925989,35259.0,38.36567968,20.73283554,28.14606316,28.3446264,16.6995967,31.26200444,5.995179835,15.88715087,0.840883566,78.30770554,8.151124522,0.268779177,0.910076861,22.81009336,53.06363993,79.08930736,10.1,,,12.53814011,,,67.7,19.6,,,,,,19.90487347,7619.340383,9.167047432,9.536732488,40.1264303,47.81643888,53.7303946,49.92446001,43.39924438,,,,,55.0,4.2,12.0438953,,,3.468043978,389.1,530.2,164.8,13.8,0.0,21.3,18.5,19.36419945,12.85272969,,,,60.95046441,17.67936216,24.79801473,13.42898247
Minneapolis,2014,All,Female,,,,,,,,,,140.6961435,,12.16572387,30.22001292,,146.3591506,94.05245615,,2.11521133,,663.2578447,1.900979897,,49.29659696,,4.079164815,,4852.393734,,,,18.19768679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.76825242,,,,7.613371427,,,,,,,,,,,,,,,,,,,,,,,,,9.931331112,,,,156.2,,,,,,,13.50350453,8.758738689,,,,,,,
Minneapolis,2014,All,Male,,,,,,,,,,206.7566613,,17.76420937,53.06902552,,235.6277555,170.7179844,,10.83476221,,937.8814221,15.28240148,,99.78723751,,5.111430078,,7695.141113,,,,28.3080491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34497551,,,,17.59378228,,,,,,,,,,,,,,,,,,,,,,,,,15.31706805,,,5.824929663,631.8,,,,,,,25.11799075,16.85597909,,,,,,,
Minneapolis,2014,Asian/PI,Both,,13.68502715,,,,6.922043011,67.91298436,,22.83619961,124.6461846,,,,,160.156701,84.30868107,,,,652.6207785,,4.598662207,47.90143407,,,,5363.483987,,,,,,,,7.456140351,50.04616149,,,7.206663448,7.426229508,,,,,,,35.27743527,1.834673191,,,,,,28231.0,,25.78960774,28.61718161,,,31.82479516,5.046171744,,,,,,,,,,,,,,,,,,,,,,,,,,16.99136868,,,,,,,,,,43.0,,,,,,70.3,,,,,,,,,,,,55.07370054,,,13.61520559
Minneapolis,2014,Asian/PI,Female,,,,,,,,,,108.5335108,,,,,125.4013985,60.63371896,,,,496.678297,,,,,,,4278.880545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2014,Asian/PI,Male,,,,,,,,,,216.8425025,,,,,269.6242455,152.9187238,,,,,,,112.6178523,,,,6560.895462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2014,Black,Both,,5.901854474,,,,10.76418837,62.42339345,,57.6008014,204.3170459,29.28530626,19.75334926,44.84532003,38.45302604,211.5629582,131.6998621,,27.01902941,,920.2432358,24.44651811,10.85151146,102.6675679,,5.544145728,4.250236951,10611.22449,,,,37.61529366,,,,17.45140445,14.41504178,,,11.05972172,3.964017767,,,,,,,19.41600577,4.1503899,,,,,,14639.0,,43.17151932,51.63944543,,,51.75471126,13.8730002,,,,,,,,,77.41243825,,,,9.717243186,,,,,,,,,,,,,30.5407354,,,,,,,,,,33.0,,12.45470852,,,5.69443509,1232.5,,,,,,,26.46336296,16.26043601,,,,54.11472183,,,23.68339262
Minneapolis,2014,Black,Female,,,,,,,,,,178.876063,,,25.69465255,,,,,,,779.2790975,,,42.62258048,,,,7870.820937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02853097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.005939051,,,,,,,,
Minneapolis,2014,Black,Male,,,,,,,,,,236.2503755,,,69.86698326,,244.1758303,158.5091047,,47.99734728,,1080.832228,44.36397634,,164.9208101,,,,13388.6361,,,,58.77679158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.89059818,,,,17.67066509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98618006,27.2993971,,,,,,,
Minneapolis,2014,Hispanic,Both,,5.998477544,,,,6.807935077,71.85218978,,45.19505233,,,,,,,,,,,,,7.669470559,,,,,4623.590155,,,,,,,,8.134294727,16.57348621,,,29.252416,13.54187689,,,,,,,27.28498507,2.665019414,,,,,,16909.0,,24.22873766,31.00246627,,,65.28423134,6.735512425,,,,,,,,,,,,,,,,,,,,,,,,,,29.71202928,,,,,,,,,,36.0,,,,,,604.3,,,,,,,,,,,,50.1497082,,,17.73661507
Minneapolis,2014,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,3439.505779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2014,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,5728.409665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2014,Natives,Both,,7.822620827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43055836,18.24817518,,,10.46160048,2.96819788,,,,,,,22.59389671,3.425974026,,,,,,17720.0,,34.09669211,45.50458716,,,44.37469821,13.23837453,,,,,,,,,,,,,,,,,,,,,,,,,,30.69248826,,,,,,,,,,,,,,,,833.5,,,,,,,,,,,,42.45142003,,,29.24763328
Minneapolis,2014,White,Both,,6.674426652,,,,6.365985436,84.44788196,,4.935622318,170.1202788,20.3465671,14.87730802,42.31861138,21.22868934,179.9762219,126.9856746,,,,763.402525,4.828554253,4.16906268,64.52402266,,3.655560371,0.433480847,5015.250385,,,,17.75235867,,,,9.910671421,60.35998938,,,4.522643995,2.030378655,,,,,,,57.43430909,0.741119578,,,,,,46892.0,,12.12078889,6.703335699,,,22.93945282,4.004334772,,,,,,,,,79.72577491,,,,14.65279133,,,,,,,,,,,,,7.726362213,,,,,,,,,,57.0,,11.98516156,,,2.459871366,258.9,,,,,,,17.86739683,11.61850812,,,,64.25897379,,,10.86859408
Minneapolis,2014,White,Female,,,,,,,,,,140.3064332,,10.73433088,33.59633511,,141.53428,91.71319514,,,,647.8043249,,,48.5272857,,3.652489162,,3887.052266,,,,14.28363475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.30914397,,,,9.937139449,,,,,,,,,,,,,,,,,,,,,,,,,9.595051471,,,,,,,,,,,13.20056875,8.714638385,,,,,,,
Minneapolis,2014,White,Male,,,,,,,,,,210.9585908,,20.33416746,54.2154856,,231.8855292,175.6192231,,,,910.3933659,8.449929323,,82.11334256,,3.73172333,,6111.901904,,,,21.26340874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1259298,,,,19.47019646,,,,,,,,,,,,,,,,,,,,,,,,,15.45852139,,,4.634204532,,,,,,,,22.43229774,14.52540507,,,,,,,
Minneapolis,2015,All,Both,4.102104947,7.032428274,0.821917808,38.90410959,,7.913276173,74.87236404,,19.8445812,162.6793234,16.8126519,13.66141546,38.66450306,24.34745346,170.6758621,116.8748713,22.7,6.414076519,1062.931854,751.0323657,8.61044876,6.731538256,73.332909,18.88268458,4.275710132,1.041153411,6224.711213,3.816756104,25.2,6.9,22.95130411,,,,11.17834786,48.30959911,52.62668526,39.13489441,8.53492083,4.898612473,11.9,31.89655172,18.53333333,5.307692308,35.89424572,262.4997653,47.34545159,1.112135309,6.142551706,2.035458787,0.019165282,0.5063,54.47925989,35259.0,38.36567968,20.73283554,28.14606316,28.3446264,16.6995967,31.26200444,5.995179835,15.88715087,0.840883566,78.30770554,8.151124522,0.237608706,0.931426127,22.31944931,53.06363993,79.06501224,10.5,,,11.9559753,,,67.7,20.5,,,,,,19.90487347,7619.340383,9.167047432,9.536732488,40.1264303,47.81643888,53.7303946,49.92446001,43.39924438,,,,,51.0,4.7,12.19438599,,,2.955205099,394.1,573.5,164.1,12.9,0.0,21.1,17.8,21.02836832,14.22496408,,,,60.95046441,17.67936216,24.79801473,13.42898247
Minneapolis,2015,All,Female,,,,,,,,,,137.0175191,,12.486047,31.13841539,,133.3000389,86.74814508,,2.723929706,,634.450205,2.383012462,,50.73670846,,4.371654458,,4981.639432,,,,18.74480678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7750563,,,,7.199869434,,,,,,,,,,,,,,,,,,,,,,,,,9.736195225,,,,158.5,,,,,,,14.96469911,9.720503918,,,,,,,
Minneapolis,2015,All,Male,,,,,,,,,,195.3093597,,14.89293404,48.13854971,,219.3164875,157.338511,,9.817658532,,894.8369048,14.7772045,,98.01090932,,4.332019421,,7448.252685,,,,27.53121992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.53394591,,,,16.86300881,,,,,,,,,,,,,,,,,,,,,,,,,15.86990698,,,5.08007493,638.6,,,,,,,26.87644475,18.57785494,,,,,,,
Minneapolis,2015,Asian/PI,Both,,13.68502715,,,,7.279947055,69.21017403,,14.95943205,136.6111535,,,,,152.096849,89.12950814,,,,602.7612432,,4.952538176,45.66727022,,,,5256.272671,,,,,,,,7.456140351,50.04616149,,,7.206663448,7.426229508,,,,,,,35.27743527,1.834673191,,,,,,28231.0,,25.78960774,28.61718161,,,31.82479516,5.046171744,,,,,,,,,,,,,,,,,,,,,,,,,,16.99136868,,,,,,,,,,40.0,,,,,,67.9,,,,,,,,,,,,55.07370054,,,13.61520559
Minneapolis,2015,Asian/PI,Female,,,,,,,,,,99.54195541,,,,,107.641907,69.1057915,,,,460.3261224,,,,,,,5084.025802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2015,Asian/PI,Male,,,,,,,,,,,,,,,331.7426198,181.5785727,,,,,,,106.6839252,,,,5410.092345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2015,Black,Both,,5.901854474,,,,10.2429081,63.16787315,,49.16052663,224.1748227,24.40842963,19.88655025,55.47730381,45.91553064,220.6127336,140.1563299,,23.40898056,,942.0184874,22.93778449,11.71875,101.7141245,,5.763254134,4.250236951,10416.36748,,,,42.89020023,,,,17.45140445,14.41504178,,,11.05972172,3.964017767,,,,,,,19.41600577,4.1503899,,,,,,14639.0,,43.17151932,51.63944543,,,51.75471126,13.8730002,,,,,,,,,76.12855203,,,,8.362864272,,,,,,,,,,,,,30.5407354,,,,,,,,,,30.0,,14.80557831,,,,1235.6,,,,,,,33.59768103,19.90334803,,,,54.11472183,,,23.68339262
Minneapolis,2015,Black,Female,,,,,,,,,,182.6743283,,20.66984218,35.70252823,,,,,,,779.5110142,,,56.43160643,,,,7985.378383,,,,33.25374205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.66015029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98532048,9.737523139,,,,,,,
Minneapolis,2015,Black,Male,,,,,,,,,,272.6111755,,18.8200686,78.26563558,,262.0635359,174.0565621,,37.59902658,,1111.091783,38.75455167,,144.3004705,,,,12678.93034,,,,55.62912188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.21033425,,,,15.29389965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53910204,29.80702493,,,,,,,
Minneapolis,2015,Hispanic,Both,,5.998477544,,,,7.367475292,71.9600726,,45.63263425,,,,,,,,,,,,,6.207966891,,,11.19658561,,4901.184007,,,,,,,,8.134294727,16.57348621,,,29.252416,13.54187689,,,,,,,27.28498507,2.665019414,,,,,,16909.0,,24.22873766,31.00246627,,,65.28423134,6.735512425,,,,,,,,,,,,,,,,,,,,,,,,,,29.71202928,,,,,,,,,,33.0,,,,,,597.8,,,,,,,,,,,,50.1497082,,,17.73661507
Minneapolis,2015,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,3450.350974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2015,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,6293.33033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2015,Natives,Both,,7.822620827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43055836,18.24817518,,,10.46160048,2.96819788,,,,,,,22.59389671,3.425974026,,,,,,17720.0,,34.09669211,45.50458716,,,44.37469821,13.23837453,,,,,,,,,,,,,,,,,,,,,,,,,,30.69248826,,,,,,,,,,,,,,,,855.4,,,,,,,,,,,,42.45142003,,,29.24763328
Minneapolis,2015,White,Both,,6.674426652,,,,6.373704053,85.99137931,,4.266119451,157.7970608,16.80072442,13.02137729,37.98894937,21.61873839,160.9164334,112.4825071,,1.629245844,,714.8368979,4.681350385,4.022121669,64.47005557,,3.01025269,0.433480847,4901.609897,,,,17.26616728,,,,9.910671421,60.35998938,,,4.522643995,2.030378655,,,,,,,57.43430909,0.741119578,,,,,,46892.0,,12.12078889,6.703335699,,,22.93945282,4.004334772,,,,,,,,,80.48716165,,,,13.77160872,,,,,,,,,,,,,7.726362213,,,,,,,,,,53.0,,11.43656028,,,2.574459131,264.0,,,,,,,18.49346068,12.77960043,,,,64.25897379,,,10.86859408
Minneapolis,2015,White,Female,,,,,,,,,,135.6172406,,11.6954149,32.50775894,,126.3073848,,,,,611.7309168,,,47.81244305,,3.430521439,,3907.039183,,,,13.26818087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41626461,,,,9.169462191,,,,,,,,,,,,,,,,,,,,,,,,,8.226997243,,,,,,,,,,,14.29599586,9.337289509,,,,,,,
Minneapolis,2015,White,Male,,,,,,,,,,185.2476365,,14.37719705,44.91751422,,207.0515263,154.0596383,,,,844.8241387,8.212064136,,83.68044945,,2.867951134,,5884.985589,,,,21.08561072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.53965588,,,,18.57394383,,,,,,,,,,,,,,,,,,,,,,,,,16.03274461,,,4.454492526,,,,,,,,22.67339796,16.2489758,,,,,,,
Minneapolis,2016,All,Both,4.102104947,7.032428274,0.546448087,35.24590164,,8.295492303,74.93105195,9.734464216,17.83832412,154.9072037,16.61537052,12.77586181,34.14406565,20.41677257,171.1208395,118.0644029,22.7,7.229310362,1109.055527,737.7957157,8.837939821,6.811268351,78.96886308,18.88268458,4.749478057,1.041153411,6261.612223,3.816756104,25.3,6.7,25.63216225,,,,11.17834786,48.30959911,52.62668526,31.09384599,8.53492083,4.898612473,11.9,31.89655172,18.53333333,5.307692308,38.7434555,249.5176618,47.34545159,1.112135309,6.142551706,2.141361257,0.019165282,0.5063,54.47925989,35259.0,38.36567968,20.73283554,28.14606316,28.3446264,16.6995967,31.26200444,5.995179835,15.88715087,0.840883566,78.30770554,8.151124522,0.21749409,0.964539007,22.29930624,53.06363993,79.28274187,10.9,,,11.60140889,,,68.8,17.6,,,,,,19.90487347,7619.340383,9.167047432,9.536732488,40.1264303,47.81643888,53.7303946,49.92446001,43.39924438,,,,,53.0,5.9,11.86336777,,,2.849333839,403.2,612.4,198.5,13.7,18.2,23.9,17.3,24.67582415,16.24462773,,,,60.95046441,17.67936216,24.79801473,13.42898247
Minneapolis,2016,All,Female,,,,,,,,,,135.3590518,,10.88865588,29.70798222,,131.0477312,87.00373798,,3.32819893,,615.1312626,2.770132602,,51.99706823,,4.289506637,,4877.157418,,,,22.55412935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22547335,,,,5.322955459,,,,,,,,,,,,,,,,,,,,,,,,,9.883596369,,,,163.2,,,,,,,16.87846755,10.94281872,,,,,,,
Minneapolis,2016,All,Male,,,,,,,,,,180.4791479,,14.99400552,40.17056199,,225.1155615,160.7122782,,10.90009878,,892.9885209,14.85117154,,107.4829407,,5.240808595,,7600.976181,,,,28.81650502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.72744752,,,,17.89284069,,,,,,,,,,,,,,,,,,,,,,,,,15.66557191,,,4.651475258,651.2,,,,,,,32.01899139,21.29354285,,,,,,,
Minneapolis,2016,Asian/PI,Both,,13.68502715,,,,6.308724832,70.96336499,7.785234899,13.09929264,125.8828175,,,,,110.6797516,73.59208363,,,,511.3444912,,5.656565657,50.5152832,,,,4602.112149,,,,,,,,7.456140351,50.04616149,,,7.206663448,7.426229508,,,,,,,35.27743527,1.834673191,,,,,,28231.0,,25.78960774,28.61718161,,,31.82479516,5.046171744,,,,,,,,,,,,,,,,,,,,,,,,,,16.99136868,,,,,,,,,,45.0,,,,,,74.0,,,,,,,,,,,,55.07370054,,,13.61520559
Minneapolis,2016,Asian/PI,Female,,,,,,,,,,98.38796491,,,,,65.65361686,,,,,422.0234579,,,47.16900215,,,,4052.993023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,2016,Asian/PI,Male,,,,,,,,,,163.6640488,,,,,169.8309576,105.9198333,,,,639.0612108,,,59.25921714,,,,5254.244663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
